,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,income
10395,28,4,12133,11,8,2,14,0,4,1,41,39,0
10396,1,1,2261,11,8,4,6,3,4,1,49,39,0
10397,52,6,7070,7,11,2,12,0,4,1,14,39,1
10398,37,4,19563,15,9,6,12,4,4,0,39,39,0
10399,27,1,6061,9,12,2,1,0,1,1,39,30,1
10400,23,4,10975,11,8,0,1,4,2,0,39,39,0
10401,23,4,691,11,8,4,6,3,4,1,43,39,0
10402,3,4,19486,15,9,4,12,1,4,1,49,39,0
10403,19,4,12392,11,8,2,3,0,4,1,55,39,1
10404,22,4,11422,9,12,2,4,0,4,1,39,39,1
10405,1,4,21768,1,6,4,8,3,4,1,39,39,0
10406,25,4,21271,11,8,2,14,0,4,1,39,39,0
10407,10,4,5040,15,9,2,3,0,4,1,49,39,0
10408,5,0,2128,15,9,4,0,3,4,1,14,0,1
10409,21,4,1820,11,8,2,7,0,4,1,39,39,0
10410,7,4,22661,15,9,4,4,1,2,1,34,39,0
10411,24,4,12791,11,8,2,7,0,4,1,39,39,0
10412,3,4,11396,15,9,4,9,3,4,0,44,39,0
10413,45,4,11916,1,6,0,7,1,2,0,39,39,0
10414,14,4,17053,12,13,4,4,1,4,0,39,39,1
10415,18,4,3477,11,8,2,4,0,4,1,44,39,1
10416,41,5,7319,11,8,2,4,0,4,1,39,39,1
10417,3,4,21593,15,9,4,12,3,2,0,19,39,0
10418,21,4,12557,11,8,2,3,0,4,1,49,39,0
10419,12,4,11412,9,12,2,12,0,4,1,54,39,1
10420,4,4,12404,15,9,4,10,3,2,0,39,39,0
10421,10,4,26768,5,3,0,13,1,4,0,49,39,0
10422,31,7,7297,9,12,0,10,1,4,1,39,39,0
10423,17,4,11092,11,8,4,10,1,4,0,36,21,1
10424,16,4,24050,6,4,2,7,0,4,1,39,39,0
10425,12,4,834,11,8,4,12,4,4,0,41,39,0
10426,28,4,15716,8,10,0,12,1,4,0,43,39,0
10427,5,4,2087,15,9,4,8,3,4,1,14,39,0
10428,14,2,8011,15,9,2,8,0,4,1,39,39,0
10429,8,4,10360,15,9,4,6,3,1,1,39,28,0
10430,42,4,7691,11,8,0,12,1,4,1,39,39,0
10431,1,0,17740,15,9,4,0,3,4,0,29,39,0
10432,1,4,20533,1,6,4,8,3,4,0,19,39,0
10433,25,4,12921,5,3,2,6,0,4,1,95,39,0
10434,25,6,11839,9,12,2,10,0,4,1,51,39,1
10435,9,2,28269,9,12,4,11,4,2,0,39,39,0
10436,1,0,22323,2,7,4,0,3,4,0,19,39,0
10437,3,4,9516,11,8,4,8,3,4,0,39,39,0
10438,1,2,23644,15,9,4,4,3,4,1,11,39,0
10439,27,4,7522,15,9,2,8,0,4,1,39,39,0
10440,59,2,5518,11,8,6,8,1,4,0,39,39,0
10441,17,4,17573,11,8,4,8,1,2,0,24,39,0
10442,43,5,25019,15,9,2,3,0,4,1,19,39,0
10443,2,4,26545,15,9,4,8,3,4,1,34,39,0
10444,18,4,17871,11,8,2,13,0,4,1,37,39,1
10445,9,4,12250,11,8,0,7,1,4,1,39,39,0
10446,24,4,509,9,12,0,4,1,4,0,44,39,1
10447,12,4,11827,9,12,4,10,1,1,1,0,24,0
10448,7,4,16655,15,9,4,8,1,4,1,34,39,0
10449,22,4,28238,11,8,2,3,0,4,1,39,39,1
10450,41,2,11733,11,8,0,1,1,2,1,39,39,0
10451,23,4,16484,11,8,2,7,0,4,1,39,26,0
10452,12,4,14900,7,11,2,13,0,4,1,39,39,1
10453,27,6,4177,9,12,2,5,0,4,1,49,39,0
10454,10,4,14958,11,8,4,6,3,4,1,39,39,0
10455,35,5,26936,9,12,2,4,0,4,1,59,39,0
10456,23,1,3268,11,8,2,12,0,4,1,39,39,0
10457,42,5,3420,4,2,2,4,0,1,1,39,3,1
10458,2,4,26596,11,8,4,12,3,2,0,34,39,0
10459,6,4,15099,15,9,4,1,3,4,0,36,39,0
10460,15,4,15269,8,10,0,1,4,4,0,34,39,0
10461,17,4,10629,8,10,2,12,0,4,1,39,39,0
10462,45,4,13036,11,8,2,1,0,4,1,41,39,0
10463,51,6,25407,11,8,2,5,0,4,1,49,39,0
10464,47,4,555,11,8,2,3,0,4,1,49,39,0
10465,16,2,24714,15,9,4,13,1,4,1,39,39,0
10466,47,4,22962,15,9,2,8,0,4,1,19,39,0
10467,25,4,21541,15,9,4,4,1,4,1,39,39,1
10468,43,4,22712,15,9,0,4,1,4,0,39,39,0
10469,18,4,11325,15,9,0,12,1,4,1,49,39,0
10470,16,4,27061,9,12,2,3,0,2,1,39,39,0
10471,57,6,12227,11,8,2,5,0,4,1,13,39,0
10472,21,6,5920,15,9,2,3,0,4,1,29,39,0
10473,26,4,26126,8,10,0,3,1,2,1,39,39,0
10474,19,2,7993,9,12,2,1,0,2,1,49,0,1
10475,28,6,11567,9,12,2,4,5,1,0,47,0,0
10476,28,6,26897,11,8,2,10,0,4,1,39,39,1
10477,11,4,14928,11,8,2,7,0,4,1,39,39,0
10478,31,4,14890,7,11,2,3,0,4,1,45,39,1
10479,8,4,15572,11,8,2,7,0,4,1,39,39,0
10480,25,7,26710,11,8,0,1,1,4,1,39,39,0
10481,5,7,17884,15,9,4,12,3,4,0,11,39,0
10482,26,4,18218,11,8,2,7,0,4,1,39,31,0
10483,18,4,15325,1,6,5,3,4,4,1,39,39,0
10484,25,6,17699,11,8,2,3,0,4,1,49,39,0
10485,39,6,7127,12,13,5,12,4,4,0,35,39,0
10486,5,4,7769,9,12,4,4,1,4,1,29,39,0
10487,12,4,16436,8,10,4,7,1,4,1,39,39,0
10488,21,2,736,9,12,2,4,0,0,1,49,39,1
10489,34,2,19377,15,9,0,11,4,2,0,39,39,0
10490,18,4,21193,9,12,2,12,0,4,1,39,39,1
10491,25,7,9864,8,10,2,4,0,4,1,39,39,1
10492,4,4,188,15,9,4,8,3,4,1,17,39,0
10493,37,2,15001,11,8,2,8,0,4,1,39,39,0
10494,2,4,17359,15,9,4,1,3,4,0,14,39,0
10495,19,2,23314,9,12,2,1,5,4,0,39,39,1
10496,45,1,19014,15,9,4,10,1,4,1,39,39,1
10497,35,4,1289,0,5,6,12,4,2,0,39,39,0
10498,28,4,26432,2,7,2,3,0,4,1,39,39,0
10499,47,4,22449,11,8,2,7,5,4,0,29,4,0
10500,49,4,12537,15,9,2,14,0,2,1,39,39,1
10501,36,4,16765,11,8,2,3,0,4,1,39,39,0
10502,19,4,2793,12,13,2,10,0,4,1,59,39,1
10503,20,4,16964,15,9,4,13,1,4,1,34,39,0
10504,0,6,5457,1,6,4,10,3,4,0,3,39,0
10505,17,4,16093,7,11,2,12,0,4,1,49,39,1
10506,11,4,24034,2,7,2,7,0,4,1,39,39,0
10507,6,4,1529,9,12,4,10,1,4,1,39,39,0
10508,1,0,15770,15,9,4,0,3,4,0,19,0,0
10509,11,4,13360,15,9,4,1,1,4,0,14,39,0
10510,15,6,8708,11,8,2,3,0,4,1,31,39,0
10511,0,4,212,2,7,4,8,3,4,0,29,39,0
10512,34,7,5368,9,12,2,11,0,4,1,39,39,1
10513,24,4,25030,15,9,4,10,1,4,1,39,39,0
10514,41,4,9413,11,8,4,4,1,4,0,42,39,0
10515,14,4,16403,15,9,2,7,5,4,0,17,39,0
10516,11,4,23227,9,12,2,4,0,4,1,39,39,0
10517,4,4,956,11,8,4,3,4,4,1,49,39,0
10518,27,6,8849,14,14,2,10,0,4,1,49,39,1
10519,14,6,27157,0,5,2,5,0,4,1,54,32,1
10520,22,4,3625,9,12,0,14,1,4,1,54,39,0
10521,13,4,27566,0,5,2,3,0,4,1,39,26,0
10522,39,6,26385,12,13,2,12,0,4,1,39,39,1
10523,24,4,10902,12,13,2,1,5,4,0,49,39,1
10524,7,4,15680,15,9,4,1,3,4,0,39,39,0
10525,16,4,4335,11,8,2,3,0,4,1,43,39,0
10526,19,4,10453,12,13,2,4,0,1,1,39,17,1
10527,14,4,13723,11,8,2,7,0,4,1,39,39,1
10528,22,4,20162,15,9,2,7,0,4,1,41,39,1
10529,24,4,3451,9,12,0,10,1,4,1,44,39,0
10530,2,4,22223,15,9,4,1,3,4,1,29,39,0
10531,40,4,25269,7,11,4,4,1,4,0,34,39,0
10532,18,4,15107,11,8,2,4,0,4,1,54,39,1
10533,17,6,17005,11,8,3,3,1,4,1,49,39,1
10534,21,4,12021,11,8,2,7,0,4,1,39,39,0
10535,4,4,14631,9,12,4,10,1,4,1,39,39,1
10536,8,4,25224,11,8,4,3,2,4,1,44,39,0
10537,32,4,12649,1,6,2,14,0,4,1,39,39,0
10538,17,2,7053,9,12,2,14,0,4,1,39,39,1
10539,5,0,26517,11,8,4,0,1,4,0,35,39,0
10540,43,4,24058,15,9,6,14,1,4,1,27,39,0
10541,18,4,18003,11,8,2,13,5,4,0,34,39,1
10542,25,6,2144,9,12,2,4,0,4,1,39,39,1
10543,44,2,13293,12,13,2,10,5,4,0,29,39,0
10544,7,4,13158,9,12,4,4,1,4,0,39,39,0
10545,9,4,25469,11,8,4,3,3,4,1,49,39,0
10546,47,4,20237,5,3,2,14,0,4,1,47,26,1
10547,30,2,20899,12,13,0,10,4,4,1,44,39,1
10548,6,4,13989,1,6,4,3,3,4,1,59,39,0
10549,17,4,17761,15,9,0,10,1,4,1,14,39,0
10550,30,4,10308,0,5,0,13,4,2,0,37,39,0
10551,26,5,17775,15,9,4,4,1,4,1,49,39,1
10552,30,5,7297,11,8,2,4,0,4,1,49,39,0
10553,40,4,26328,11,8,2,12,0,4,1,39,26,0
10554,2,4,8910,15,9,4,1,3,4,1,9,39,0
10555,19,4,4192,0,5,5,12,3,1,0,39,39,0
10556,55,6,23835,9,12,6,5,1,4,1,39,39,1
10557,17,2,5928,15,9,2,4,0,4,1,44,39,1
10558,14,4,5431,11,8,2,14,0,4,1,44,39,1
10559,8,0,13965,11,8,2,0,5,4,0,24,39,0
10560,6,4,8383,15,9,4,12,3,2,0,13,39,0
10561,1,4,10555,1,6,4,12,4,4,1,19,39,0
10562,24,4,20914,15,9,2,1,0,4,1,39,39,1
10563,28,4,22742,15,9,3,12,1,4,1,39,39,0
10564,20,4,11875,0,5,2,14,0,4,1,49,39,1
10565,10,4,15646,9,12,4,4,1,4,0,29,39,0
10566,33,4,20944,11,8,0,1,1,2,0,39,39,0
10567,24,6,16360,14,14,2,10,0,4,1,49,39,1
10568,3,4,21769,11,8,4,3,3,4,1,39,39,0
10569,43,4,13256,9,12,2,12,0,4,1,39,39,1
10570,4,0,18258,15,9,4,0,3,4,0,39,39,0
10571,6,4,5860,11,8,4,12,1,4,0,23,39,0
10572,15,4,428,11,8,2,14,0,4,1,39,39,0
10573,45,4,15306,9,12,2,4,0,4,1,49,39,1
10574,23,4,23744,15,9,2,12,0,4,1,39,39,1
10575,25,4,23635,9,12,2,4,0,4,1,59,39,1
10576,17,4,21747,11,8,0,8,4,2,0,39,39,0
10577,20,2,11283,11,8,3,8,4,4,0,9,39,0
10578,25,0,3964,11,8,2,0,0,4,1,51,39,0
10579,1,4,5961,15,9,4,3,3,4,1,24,39,0
10580,10,4,8707,12,13,4,4,1,4,0,39,39,0
10581,10,1,28018,15,9,2,1,0,2,1,31,39,0
10582,44,6,12407,14,14,4,10,1,4,0,29,30,0
10583,24,4,24315,1,6,2,3,0,4,1,39,39,0
10584,29,2,6960,9,12,2,10,5,4,0,20,39,1
10585,29,4,19958,12,13,2,4,0,4,1,59,39,0
10586,28,1,16616,8,10,4,1,4,4,1,47,39,0
10587,53,2,633,11,8,6,8,1,4,0,19,39,0
10588,29,4,16958,11,8,5,8,1,2,0,29,14,0
10589,3,4,20393,15,9,4,6,3,4,1,39,39,0
10590,19,4,6137,12,13,4,12,1,4,0,39,39,0
10591,21,2,19622,15,9,2,5,0,4,1,39,39,0
10592,10,4,17063,15,9,2,10,5,4,0,39,39,1
10593,34,6,18994,9,12,2,12,0,2,1,54,39,0
10594,22,4,2648,15,9,2,4,0,4,1,49,39,1
10595,28,4,20899,8,10,2,10,0,4,1,39,39,1
10596,34,4,15919,12,13,2,4,0,4,1,49,39,1
10597,35,4,17458,11,8,0,9,4,2,0,23,39,0
10598,22,5,8121,11,8,2,4,0,4,1,44,39,1
10599,13,4,13784,9,12,0,10,1,4,0,37,39,0
10600,27,6,22386,15,9,2,8,5,4,0,49,39,0
10601,27,4,15386,15,9,2,10,0,4,1,34,39,1
10602,11,7,28364,11,8,4,1,3,2,0,39,39,0
10603,26,4,28009,3,1,2,5,0,4,1,44,26,0
10604,26,6,2095,14,14,2,10,0,4,1,49,39,1
10605,21,4,8645,11,8,2,12,0,4,1,44,39,0
10606,24,4,16188,15,9,2,8,0,4,1,34,39,0
10607,19,4,6408,9,12,4,10,1,4,0,39,39,0
10608,15,4,8655,11,8,2,7,0,4,1,41,39,0
10609,28,4,10573,11,8,0,6,4,2,0,39,39,0
10610,13,4,5381,12,13,3,10,1,1,0,39,36,0
10611,8,4,13711,6,4,4,7,1,4,0,37,39,0
10612,40,0,22636,5,3,2,0,2,4,1,44,6,0
10613,4,4,9014,2,7,4,7,1,2,0,39,39,0
10614,26,2,14777,15,9,0,4,1,4,0,39,39,0
10615,2,4,21951,0,5,4,6,3,4,1,34,39,0
10616,4,4,9370,2,7,4,7,3,4,1,24,39,0
10617,23,4,12892,8,10,4,12,4,4,0,49,39,1
10618,21,1,5390,9,12,2,11,0,4,1,54,39,1
10619,7,4,5976,8,10,4,8,4,4,0,31,39,0
10620,1,0,24976,11,8,4,0,3,4,0,19,39,0
10621,37,4,4954,12,13,2,10,0,4,1,39,39,1
10622,12,4,26292,15,9,2,12,5,4,0,39,39,0
10623,2,1,2169,15,9,4,1,3,2,0,19,39,0
10624,5,4,26393,15,9,4,3,3,4,1,39,39,0
10625,31,1,2327,11,8,2,14,0,2,1,54,23,1
10626,47,4,22421,9,12,0,10,1,4,0,19,39,0
10627,10,4,11738,15,9,2,12,3,3,0,10,26,0
10628,23,2,23129,12,13,2,10,0,4,1,39,39,1
10629,30,1,14659,7,11,2,4,0,4,1,39,39,1
10630,2,4,3854,15,9,4,12,3,4,0,21,39,0
10631,22,4,15140,9,12,2,13,0,4,1,39,39,1
10632,17,4,10401,2,7,4,8,1,4,1,24,39,0
10633,19,4,20406,9,12,2,4,0,4,1,49,39,1
10634,27,4,22461,11,8,2,1,0,2,1,39,39,1
10635,6,4,25173,15,9,4,8,1,4,0,24,39,0
10636,19,4,9238,11,8,5,3,4,4,0,39,39,0
10637,10,4,1429,12,13,4,10,1,4,1,64,39,0
10638,24,1,303,15,9,2,4,0,4,1,39,39,1
10639,3,4,22234,15,9,4,12,3,4,0,14,39,0
10640,13,4,13455,11,8,4,7,2,4,1,39,39,0
10641,3,4,8743,11,8,4,6,3,4,1,43,39,0
10642,23,4,4313,11,8,4,8,1,2,0,39,39,0
10643,30,6,2176,7,11,6,10,4,4,0,34,39,0
10644,34,4,21517,9,12,2,1,0,1,1,49,30,0
10645,23,4,7926,8,10,0,12,1,4,1,49,39,1
10646,8,4,2789,3,1,4,8,1,1,0,39,30,0
10647,33,8,7567,11,8,2,7,3,4,0,39,39,1
10648,9,4,12008,11,8,2,3,0,4,1,44,39,0
10649,45,7,11170,11,8,2,14,0,4,1,43,39,0
10650,17,4,1046,15,9,0,7,1,4,0,39,39,0
10651,11,4,9806,11,8,4,1,1,4,0,34,39,0
10652,20,6,12129,15,9,0,12,4,4,0,39,39,0
10653,17,4,7027,15,9,0,1,4,4,0,64,39,0
10654,41,2,24322,11,8,2,8,0,4,1,39,39,1
10655,9,4,21881,11,8,4,6,3,4,0,39,22,0
10656,39,4,10424,9,12,0,10,4,2,0,39,39,0
10657,12,4,1015,15,9,0,1,4,4,0,19,39,0
10658,20,4,747,9,12,2,10,5,4,0,49,39,1
10659,20,4,19136,11,8,2,3,0,4,1,39,39,0
10660,3,4,15252,15,9,4,14,3,4,1,39,39,0
10661,9,4,25150,11,8,4,14,1,2,1,36,39,0
10662,28,5,25041,15,9,2,4,0,4,1,54,39,1
10663,3,4,18887,1,6,4,3,1,4,1,39,39,0
10664,18,4,25861,11,8,0,7,4,4,0,37,24,0
10665,12,4,7786,11,8,2,7,5,4,0,39,39,1
10666,54,0,10992,4,2,2,0,0,4,1,39,18,0
10667,20,4,13859,11,8,4,8,4,2,1,47,39,0
10668,23,4,23129,6,4,0,14,1,4,1,29,39,0
10669,16,4,7221,11,8,2,4,0,4,1,39,39,0
10670,5,0,24985,11,8,4,0,4,2,1,7,39,0
10671,15,4,12585,9,12,4,10,3,4,0,39,39,0
10672,22,2,29,9,12,2,10,0,4,1,39,39,1
10673,0,0,1641,0,5,4,0,3,4,0,24,39,0
10674,36,4,9074,4,2,2,7,0,4,1,39,39,0
10675,16,4,19529,9,12,2,10,0,4,1,39,39,1
10676,43,4,18816,5,3,2,12,0,4,1,49,39,0
10677,26,6,9867,9,12,2,4,0,4,1,59,39,0
10678,12,4,3573,11,8,2,3,0,0,1,64,39,0
10679,23,5,22907,14,14,2,10,0,4,1,39,39,1
10680,45,4,9422,15,9,2,11,0,4,1,39,39,0
10681,13,4,19311,0,5,0,14,3,4,1,39,39,0
10682,1,4,13602,15,9,4,12,3,4,0,14,39,0
10683,32,4,5761,15,9,5,12,4,4,0,35,39,0
10684,40,4,15801,11,8,2,14,0,4,1,41,22,1
10685,20,4,19209,11,8,0,7,3,4,0,39,39,0
10686,49,6,25157,11,8,2,3,0,4,1,19,39,0
10687,33,4,10833,11,8,2,1,0,4,1,34,39,0
10688,7,4,22437,11,8,2,8,0,4,1,39,39,0
10689,14,4,789,15,9,2,3,0,4,1,44,39,1
10690,21,4,18025,7,11,4,8,4,2,0,29,39,0
10691,20,4,7398,11,8,0,7,4,4,1,49,39,0
10692,45,6,9348,11,8,2,14,0,4,1,29,39,0
10693,37,4,11736,11,8,2,4,0,4,1,47,39,1
10694,39,2,23645,4,2,2,14,0,4,1,39,39,0
10695,7,2,20754,11,8,4,1,3,2,1,34,6,0
10696,12,4,9757,11,8,0,3,1,4,1,49,39,0
10697,36,6,16185,11,8,4,3,1,4,1,34,39,0
10698,39,6,12295,11,8,2,3,0,4,1,39,39,0
10699,43,0,11426,15,9,2,0,0,4,1,1,39,0
10700,21,6,10614,11,8,2,5,0,4,1,49,39,0
10701,35,4,21222,0,5,2,14,0,4,1,54,39,0
10702,11,4,1710,7,11,4,1,1,2,0,37,39,0
10703,29,2,16191,15,9,2,4,5,4,0,49,39,0
10704,26,4,6331,8,10,4,10,1,4,0,39,39,0
10705,7,2,19532,15,9,4,1,1,2,0,39,39,0
10706,47,4,23812,11,8,2,5,0,4,1,69,39,0
10707,26,1,6302,8,10,2,10,0,4,1,39,39,1
10708,47,4,5575,11,8,2,1,0,4,1,44,39,1
10709,23,4,26743,11,8,2,6,0,4,1,39,39,0
10710,21,4,8700,3,1,3,1,1,4,1,39,0,0
10711,19,4,4062,11,8,2,8,2,4,0,39,39,0
10712,2,4,14239,11,8,4,3,3,4,1,39,39,0
10713,2,4,17411,15,9,4,6,3,4,1,23,39,0
10714,38,4,16507,15,9,2,1,5,4,0,39,39,1
10715,24,2,17528,12,13,2,10,0,4,1,60,39,1
10716,19,4,18119,15,9,2,3,0,4,1,49,39,0
10717,6,4,8238,15,9,4,6,2,4,1,39,39,0
10718,11,4,7064,11,8,2,4,0,4,1,44,39,1
10719,17,6,20134,1,6,2,12,5,4,0,29,39,0
10720,32,4,17671,9,12,2,12,0,4,1,59,39,1
10721,30,4,4834,13,0,4,8,1,4,1,24,8,0
10722,4,4,10566,11,8,2,6,0,4,1,39,39,0
10723,19,4,1832,11,8,2,3,0,4,1,39,39,0
10724,0,4,11026,0,5,4,1,3,4,0,15,39,0
10725,5,4,4070,8,10,4,8,1,4,0,39,39,0
10726,16,0,22630,11,8,5,0,3,2,0,39,39,0
10727,25,2,19668,7,11,2,4,0,4,1,39,39,0
10728,35,4,10696,11,8,4,1,2,4,0,39,39,0
10729,20,4,84,15,9,3,4,4,4,0,40,39,0
10730,25,4,16705,11,8,2,3,0,4,1,59,39,0
10731,31,7,2308,9,12,2,10,0,4,1,39,39,0
10732,29,4,17536,0,5,2,7,5,2,0,29,39,0
10733,1,4,23624,11,8,4,12,1,4,0,8,39,0
10734,6,4,17135,15,9,4,1,1,4,0,39,39,0
10735,73,2,14967,11,8,4,3,3,4,1,39,39,1
10736,30,4,44,11,8,2,3,0,4,1,39,39,1
10737,23,4,2339,9,12,2,10,5,4,0,39,39,1
10738,6,7,21210,15,9,4,12,1,1,0,7,0,0
10739,16,6,3338,11,8,5,8,4,4,0,7,39,0
10740,19,2,14566,9,12,2,10,0,4,1,34,39,1
10741,21,4,4721,6,4,2,5,0,4,1,59,26,0
10742,14,4,24882,11,8,2,4,5,4,0,39,39,1
10743,35,1,16358,0,5,5,1,4,2,0,39,39,0
10744,4,4,9933,15,9,2,1,2,4,0,39,39,0
10745,18,4,23177,9,12,4,10,1,4,1,44,39,0
10746,37,4,4351,11,8,2,3,0,4,1,42,39,0
10747,20,4,16117,15,9,2,12,0,4,1,39,39,1
10748,35,4,15498,11,8,4,1,1,4,0,39,39,0
10749,25,4,18980,9,12,0,10,4,4,1,39,39,1
10750,17,4,2867,15,9,4,10,3,4,1,34,39,0
10751,29,4,11855,11,8,2,3,0,4,1,39,39,1
10752,39,4,20648,15,9,4,3,4,4,1,39,39,0
10753,19,6,15661,11,8,4,5,1,4,1,59,39,0
10754,22,7,7950,10,15,4,10,1,2,0,29,39,0
10755,7,4,18228,9,12,4,10,3,4,0,54,39,0
10756,53,0,4927,15,9,2,0,0,2,1,19,39,1
10757,12,4,15384,11,8,2,1,5,4,0,17,39,0
10758,10,4,27402,11,8,4,1,1,4,1,44,39,0
10759,36,4,11143,15,9,0,1,1,4,0,34,39,0
10760,19,4,8087,9,12,0,4,1,4,1,39,39,1
10761,10,4,8276,1,6,0,3,4,3,1,34,39,0
10762,31,4,2557,15,9,4,10,4,4,0,44,39,0
10763,42,2,8279,9,12,0,1,1,4,0,44,39,0
10764,12,4,28180,11,8,4,3,4,2,1,39,39,0
10765,4,4,14695,15,9,4,8,3,4,1,34,39,0
10766,12,4,22726,11,8,2,7,5,2,0,31,39,0
10767,2,0,26756,15,9,4,0,1,4,0,24,39,0
10768,15,4,27377,9,12,4,12,1,4,1,54,8,0
10769,6,4,28342,11,8,4,8,3,2,1,35,39,0
10770,25,5,19665,9,12,2,12,0,4,1,49,39,0
10771,51,2,18079,0,5,2,8,0,2,1,19,39,0
10772,34,6,24809,15,9,2,8,0,4,1,95,39,0
10773,19,4,20482,6,4,2,6,0,4,1,59,39,0
10774,8,4,12041,15,9,4,8,3,4,0,24,39,0
10775,53,6,11812,11,8,2,5,0,4,1,39,39,0
10776,12,6,8429,7,11,2,13,0,4,1,59,39,0
10777,36,4,24234,13,0,4,8,1,4,0,14,8,0
10778,14,6,27122,11,8,2,3,0,4,1,44,39,1
10779,8,2,8797,11,8,2,3,0,4,1,39,39,0
10780,0,4,6995,1,6,4,12,3,2,0,34,39,0
10781,24,4,27975,0,5,2,1,5,4,0,29,39,0
10782,55,6,6415,11,8,2,5,0,4,1,41,39,0
10783,17,4,7327,11,8,0,4,1,4,0,39,39,0
10784,31,4,3800,12,13,2,10,0,4,1,54,39,1
10785,17,4,4468,11,8,5,12,4,4,0,49,39,0
10786,28,4,12997,15,9,0,9,1,4,0,28,39,0
10787,5,4,10890,11,8,4,1,1,4,0,34,39,0
10788,3,4,27412,15,9,4,1,3,4,0,19,39,0
10789,13,4,13267,11,8,0,8,4,4,0,37,39,0
10790,14,4,6547,11,8,2,7,0,4,1,39,39,0
10791,4,7,3729,15,9,4,1,3,4,0,19,39,0
10792,15,4,12292,9,12,2,12,0,2,1,59,39,1
10793,27,4,10927,11,8,0,7,1,4,0,39,39,0
10794,31,4,22796,11,8,2,3,0,4,1,39,39,0
10795,4,0,16037,1,6,4,0,3,4,1,14,39,0
10796,33,4,2481,10,15,2,10,0,4,1,54,39,1
10797,29,4,5022,9,12,5,10,1,2,0,39,39,0
10798,15,4,23728,8,10,2,3,0,4,1,39,39,1
10799,27,5,21023,15,9,2,12,0,4,1,44,39,1
10800,26,4,27259,11,8,4,8,1,2,0,92,39,0
10801,2,0,14801,11,8,2,0,3,4,0,19,39,0
10802,19,2,18768,9,12,2,11,0,4,1,39,39,1
10803,4,4,24014,15,9,4,6,3,1,1,39,30,0
10804,21,4,23226,9,12,2,13,0,2,1,54,39,1
10805,21,5,2729,9,12,4,4,1,4,1,59,39,0
10806,39,6,11157,11,8,2,4,0,0,1,29,39,1
10807,11,4,17635,14,14,2,10,0,4,1,49,39,1
10808,24,4,24923,9,12,2,1,0,4,1,49,39,0
10809,39,4,4202,11,8,6,1,1,2,0,39,39,0
10810,15,4,27050,9,12,4,4,1,4,0,44,39,0
10811,18,4,8678,11,8,0,7,4,4,0,49,39,0
10812,5,4,20851,15,9,4,3,1,4,1,39,39,0
10813,20,4,27194,9,12,2,1,0,2,1,49,39,1
10814,55,6,17059,14,14,2,4,0,4,1,9,39,0
10815,13,4,22501,11,8,4,13,4,4,0,39,39,0
10816,13,7,14080,11,8,0,11,1,4,1,39,39,0
10817,33,4,15749,11,8,2,4,0,4,1,59,39,0
10818,32,6,17057,11,8,0,12,1,4,0,29,39,0
10819,24,4,7104,15,9,5,12,1,4,1,39,39,0
10820,8,4,26920,11,8,4,3,1,4,1,49,39,0
10821,12,4,502,15,9,4,1,3,4,0,49,39,0
10822,21,4,13731,15,9,2,4,5,4,0,51,39,0
10823,17,4,8051,12,13,0,4,1,4,0,39,39,0
10824,21,4,9103,11,8,2,3,0,4,1,49,39,0
10825,9,7,8258,9,12,2,3,0,4,1,39,39,0
10826,6,4,21165,9,12,4,12,1,4,0,39,39,0
10827,7,2,6712,12,13,4,10,1,4,1,39,39,1
10828,2,4,16435,15,9,4,7,3,2,1,19,39,0
10829,6,4,26964,11,8,4,3,2,4,1,39,39,0
10830,61,4,11521,11,8,6,8,1,4,0,11,39,0
10831,9,4,20707,9,12,4,8,1,4,0,37,39,0
10832,25,7,21019,12,13,2,10,0,4,1,37,39,1
10833,3,0,868,15,9,4,0,1,0,0,27,39,0
10834,28,4,8993,11,8,2,3,0,4,1,81,39,0
10835,24,4,6716,15,9,0,7,4,2,0,39,39,0
10836,38,4,12811,15,9,2,8,0,4,1,49,39,1
10837,0,4,4162,1,6,4,1,3,4,0,14,39,0
10838,13,7,10436,12,13,4,10,4,4,1,39,39,0
10839,10,4,2498,9,12,4,10,1,2,0,39,39,0
10840,23,4,16873,8,10,2,4,0,4,1,39,39,1
10841,22,4,10815,11,8,3,8,2,1,0,39,0,0
10842,9,4,10434,15,9,2,1,5,4,0,39,39,0
10843,14,4,6806,1,6,2,7,0,4,1,39,39,0
10844,12,4,26550,15,9,4,3,1,1,1,44,30,0
10845,29,2,7931,9,12,2,3,0,4,1,49,39,1
10846,18,7,19062,7,11,2,10,0,4,1,64,39,0
10847,21,4,23832,11,8,2,14,0,1,1,39,3,0
10848,8,2,24157,11,8,2,11,0,4,1,39,26,1
10849,28,4,11960,1,6,0,3,1,4,1,39,39,0
10850,5,0,7780,15,9,4,0,3,4,1,39,39,0
10851,10,6,16408,11,8,2,10,0,4,1,59,39,0
10852,27,4,3978,9,12,4,10,1,4,1,44,39,0
10853,23,4,21058,11,8,0,1,1,4,0,39,39,0
10854,10,4,18505,15,9,4,1,1,4,1,39,39,0
10855,13,4,9674,11,8,4,3,1,4,1,44,39,0
10856,7,2,9784,11,8,4,11,1,4,1,39,39,0
10857,18,4,5361,11,8,0,4,1,4,1,49,39,0
10858,33,2,126,12,13,2,4,0,4,1,54,39,1
10859,37,4,11462,11,8,2,3,0,4,1,54,39,1
